WEEK,CHAIN,UNIQUE_USERS,ACTIVE_POOLS,TOTAL_VOLUME,AVG_VOLUME,MEDIAN_VOLUME,CUMU_VOLUME
2022-11-21 00:00:00.000,Arbitrum,70509,331,379478920.88,1002.332092468,29.8,18421231362.62
2022-11-21 00:00:00.000,Optimism,59340,228,137424987.12,447.83970358,63.96,6927383716.95
2022-11-21 00:00:00.000,Polygon,75719,1031,616611178.83,909.119454052,130,29116756837.61
2022-11-28 00:00:00.000,Arbitrum,72960,369,348119232.11,955.363660616,12.25,18769350594.73
2022-11-28 00:00:00.000,Optimism,50478,226,123011519.53,447.212164231,63.87,7050395236.48
2022-11-28 00:00:00.000,Polygon,65600,1081,417881439.85,776.674999117,87.69,29534638277.46
2022-12-05 00:00:00.000,Arbitrum,57030,388,265530857.04,987.977679285,10.51,19034881451.77
2022-12-05 00:00:00.000,Optimism,61533,233,92004054.65,364.855113893,53.22,7142399291.13
2022-12-05 00:00:00.000,Polygon,62983,1085,286059197.17,766.004978457,67.5,29820697474.63
2022-12-12 00:00:00.000,Arbitrum,66877,374,415074772.35,1295.32758816,32.885,19449956224.12
2022-12-12 00:00:00.000,Optimism,75376,229,131421527.47,396.290817359,63.61,7273820818.6
2022-12-12 00:00:00.000,Polygon,69587,1048,380197092.6,880.634220383,85.32,30200894567.23
2022-12-19 00:00:00.000,Arbitrum,56443,338,249569943.85,974.441049563,5.5,19699526167.97
2022-12-19 00:00:00.000,Optimism,75022,211,76466210.89,317.888664402,54,7350287029.49
2022-12-19 00:00:00.000,Polygon,65592,1044,224836029.63,646.502257593,39.67,30425730596.86
2022-12-26 00:00:00.000,Arbitrum,43430,342,159971809.95,951.884527663,16.67,19859497977.92
2022-12-26 00:00:00.000,Optimism,81225,219,53481828.31,234.084825755,41.2,7403768857.8
2022-12-26 00:00:00.000,Polygon,61598,973,165487862.33,524.858427942,26.9,30591218459.19
2023-01-02 00:00:00.000,Arbitrum,57619,376,191904205.53,939.100291805,31.53,20051402183.45
2023-01-02 00:00:00.000,Optimism,97001,241,108034719.41,357.003847826,54.27,7511803577.21
2023-01-02 00:00:00.000,Polygon,51599,969,196523028.69,647.266414235,40.15,30787741487.88
2023-01-09 00:00:00.000,Arbitrum,61887,399,468856443.93,1715.110927139,168.65,20520258627.38
2023-01-09 00:00:00.000,Optimism,109078,254,261364750.18,446.233479844,63.99,7773168327.39
2023-01-09 00:00:00.000,Polygon,55009,1067,570306387.44,1028.386962443,162.745,31358047875.32
2023-01-16 00:00:00.000,Arbitrum,44185,392,541653840.34,1920.601654262,302.98,21061912467.72
2023-01-16 00:00:00.000,Optimism,59937,246,274989917.6,615.683069662,103.73,8048158244.99
2023-01-16 00:00:00.000,Polygon,53743,1052,585581191.54,1028.829934607,167.02,31943629066.86
2023-01-23 00:00:00.000,Arbitrum,42211,390,598963588.75,2060.241082638,357.03,21660876056.47
2023-01-23 00:00:00.000,Optimism,29501,238,272020586.84,729.606328963,127.29,8320178831.83
2023-01-23 00:00:00.000,Polygon,56660,1003,694797629.73,1091.819075675,222.26,32638426696.59
2023-01-30 00:00:00.000,Arbitrum,63117,475,744877841.46,1968.300777831,195.63,22405753897.93
2023-01-30 00:00:00.000,Optimism,35657,251,332403032.65,872.080387684,127.85,8652581864.48
2023-01-30 00:00:00.000,Polygon,60137,1071,648554680.07,1214.874504903,200,33286981376.66
2023-02-06 00:00:00.000,Arbitrum,72027,484,759676041.99,1647.86942005,117.07,23165429939.92
2023-02-06 00:00:00.000,Optimism,53211,251,284023078.09,951.829536121,103.43,8936604942.57
2023-02-06 00:00:00.000,Polygon,56409,985,831945495.69,1455.990156879,324.52,34118926872.35
2023-02-13 00:00:00.000,Arbitrum,83432,552,1101067860.55,2008.874006207,264.225,24266497800.47
2023-02-13 00:00:00.000,Optimism,40029,270,278728724.23,988.455813911,135.59,9215333666.8
2023-02-13 00:00:00.000,Polygon,61269,1009,996702000,1714.455269785,368.45,35115628872.35
2023-02-20 00:00:00.000,Arbitrum,93640,546,1006313454.26,1802.760363557,100.88,25272811254.73
2023-02-20 00:00:00.000,Optimism,47306,286,363629219.52,942.794449264,128,9578962886.32
2023-02-20 00:00:00.000,Polygon,67284,1031,724354482.25,1378.974237319,174.95,35839983354.6
2023-02-27 00:00:00.000,Arbitrum,81412,538,975979957.89,2163.00423942,121.08,26248791212.62
2023-02-27 00:00:00.000,Optimism,35936,277,237403811.64,859.041361562,88,9816366697.96
2023-02-27 00:00:00.000,Polygon,69005,1054,499003360.63,1102.42877481,97.8,36338986715.23
2023-03-06 00:00:00.000,Arbitrum,81111,551,1768894666.32,3322.385773407,501.62,28017685878.94
2023-03-06 00:00:00.000,BSC,4,4,3724.38,98.01,54.75,3724.38
2023-03-06 00:00:00.000,Optimism,37611,297,380954700.15,890.257878667,128.52,10197321398.11
2023-03-06 00:00:00.000,Polygon,65997,1093,982435691.69,1444.567177418,262.6,37321422406.92
2023-03-13 00:00:00.000,Arbitrum,103551,622,2304153647.23,3121.309300895,664,30321839526.17
2023-03-13 00:00:00.000,BSC,19523,193,26399472.96,699.861428912,17.14,26403197.34
2023-03-13 00:00:00.000,Optimism,46500,304,488292543.37,874.886527061,101.82,10685613941.48
2023-03-13 00:00:00.000,Polygon,65348,1138,1016565092.79,1442.173595641,223.98,38337987499.71
2023-03-20 00:00:00.000,Arbitrum,191461,755,3505400862.46,3441.711982229,1000,33827240388.63
2023-03-20 00:00:00.000,BSC,47924,216,39438713.62,474.30804113,30,65841910.96
2023-03-20 00:00:00.000,Optimism,42300,297,278483457.56,827.234281793,96.15,10964097399.04
2023-03-20 00:00:00.000,Polygon,70069,1109,695592181,1235.374045842,146.105,39033579680.71
2023-03-27 00:00:00.000,Arbitrum,163909,719,3114124520.74,3239.560295377,1000,36941364909.37
2023-03-27 00:00:00.000,BSC,43442,233,54511730.96,631.419762776,34.46,120353641.92
2023-03-27 00:00:00.000,Optimism,50020,281,170276418.55,656.348219366,64.71,11134373817.59
2023-03-27 00:00:00.000,Polygon,83192,1105,414142499.98,841.383660791,78.235,39447722180.69
2023-04-03 00:00:00.000,Arbitrum,182100,686,2225803900.86,3378.280720794,989.22,39167168810.23
2023-04-03 00:00:00.000,BSC,43474,243,46798958.53,534.252982751,20.52,167152600.45
2023-04-03 00:00:00.000,Optimism,73231,293,149141523.32,653.751000824,53,11283515340.91
2023-04-03 00:00:00.000,Polygon,80645,1135,347746542.32,862.584286845,64.38,39795468723.01
2023-04-10 00:00:00.000,Arbitrum,221047,712,3042597673.6,3560.013611979,1189.14,42209766483.83
2023-04-10 00:00:00.000,BSC,46749,275,50403444.73,513.14795498,27.315,217556045.18
2023-04-10 00:00:00.000,Optimism,73816,303,201026782.82,744.938181407,63.93,11484542123.73
2023-04-10 00:00:00.000,Polygon,87449,1123,420621603.75,867.826467864,42.815,40216090326.76
2023-04-17 00:00:00.000,Arbitrum,276088,922,3106762627.09,2921.342121308,400.06,45316529110.92
2023-04-17 00:00:00.000,BSC,44413,322,63500653.54,633.435615075,41.59,281056698.72
2023-04-17 00:00:00.000,Optimism,49287,295,233062382.94,950.852000294,114.38,11717604506.67
2023-04-17 00:00:00.000,Polygon,83645,1110,438643710.38,981.018337758,99.72,40654734037.14
2023-04-24 00:00:00.000,Arbitrum,230310,904,2515625329.21,3188.687004812,499.04,47832154440.13
2023-04-24 00:00:00.000,BSC,51682,341,71210155.53,594.592282508,22.58,352266854.25
2023-04-24 00:00:00.000,Optimism,49302,290,168990666.81,956.370496944,64.965,11886595173.48
2023-04-24 00:00:00.000,Polygon,78582,1050,475632165.18,1127.683675251,97.06,41130366202.32
2023-05-01 00:00:00.000,Arbitrum,182555,1145,1944544642.85,2668.574185002,298.34,49776699082.98
2023-05-01 00:00:00.000,BSC,47321,370,58879155.8,544.07913471,30.86,411146010.05
2023-05-01 00:00:00.000,Optimism,42883,270,152711131.28,1185.617813871,128.23,12039306304.76
2023-05-01 00:00:00.000,Polygon,73413,1173,355550515.75,886.885232029,50,41485916718.07
2023-05-08 00:00:00.000,Arbitrum,212094,1180,1867439891.53,2465.312747074,272.435,51644138974.51
2023-05-08 00:00:00.000,BSC,46187,318,47825795.93,503.726364278,22.97,458971805.98
