CHAIN,WEEK,DEX,UNIQUE_USERS,SWAP_VOLUME
Avalanche,2023-05-08 00:00:00.000,platypus,2368,31985722.21
Avalanche,2023-05-08 00:00:00.000,hashflow,1704,1864174.01
BSC,2023-05-08 00:00:00.000,dodo,3739,93193.54
BSC,2023-05-08 00:00:00.000,biswap,18222,16092672.28
BSC,2023-05-08 00:00:00.000,trader joe,1842,279353.77
BSC,2023-05-08 00:00:00.000,woofi,8437,2567505.77
BSC,2023-05-08 00:00:00.000,uniswap,46187,22457809.72
BSC,2023-05-08 00:00:00.000,pancakeswap,703278,566835377.19
BSC,2023-05-08 00:00:00.000,sushiswap,6284,84925.12
BSC,2023-05-08 00:00:00.000,fraxswap,70,27901.8
BSC,2023-05-08 00:00:00.000,level-finance,420,1308305.37
BSC,2023-05-08 00:00:00.000,kyberswap,468,58552.4
BSC,2023-05-08 00:00:00.000,hashflow,2138,531494.25
Optimism,2023-05-08 00:00:00.000,hashflow,666,5556.84
Optimism,2023-05-08 00:00:00.000,kyberswap,904,84729.02
Optimism,2023-05-08 00:00:00.000,woofi,4222,218360.32
Optimism,2023-05-08 00:00:00.000,uniswap,35944,40103182.14
Optimism,2023-05-08 00:00:00.000,sushiswap,3618,98688.74
Optimism,2023-05-08 00:00:00.000,synthetix,105,"null"
Optimism,2023-05-08 00:00:00.000,fraxswap,30,60276.32
Optimism,2023-05-08 00:00:00.000,velodrome,14411,16916153.78
Optimism,2023-05-08 00:00:00.000,beethoven-x,3684,8978337.51
Optimism,2023-05-08 00:00:00.000,curve,2390,1631737.2
Polygon,2023-05-08 00:00:00.000,hashflow,3678,1300852.71
Polygon,2023-05-08 00:00:00.000,uniswap,78814,321641131.53
Polygon,2023-05-08 00:00:00.000,dodo,6904,5941486.29
Polygon,2023-05-08 00:00:00.000,woofi,11409,13932997.08
Polygon,2023-05-08 00:00:00.000,curve,2002,16710249.41
Polygon,2023-05-08 00:00:00.000,kyberswap,7659,3880662.68
Polygon,2023-05-08 00:00:00.000,balancer,7203,25412650.15
Polygon,2023-05-08 00:00:00.000,quickswap,54781,172347001.37
Polygon,2023-05-08 00:00:00.000,sushiswap,28210,4278107.67
Polygon,2023-05-08 00:00:00.000,fraxswap,6419,298436.23
Arbitrum,2023-05-15 00:00:00.000,balancer,9243,14084120.54
Arbitrum,2023-05-15 00:00:00.000,woofi,34268,3018896.9
Arbitrum,2023-05-15 00:00:00.000,dodo,6541,29901.68
Arbitrum,2023-05-15 00:00:00.000,gmx,1787,3592726.4
Arbitrum,2023-05-15 00:00:00.000,zyberswap,10401,11790974.93
Arbitrum,2023-05-15 00:00:00.000,sushiswap,34873,12352700.45
Arbitrum,2023-05-15 00:00:00.000,trader joe,19846,11440380.25
Arbitrum,2023-05-15 00:00:00.000,fraxswap,163,214599.52
Arbitrum,2023-05-15 00:00:00.000,curve,4665,3601733.38
Arbitrum,2023-05-15 00:00:00.000,kyberswap,1227,39784.16
Arbitrum,2023-05-15 00:00:00.000,hashflow,7825,886170.41
Arbitrum,2023-05-15 00:00:00.000,ramses-v2,180,30606.59
Arbitrum,2023-05-15 00:00:00.000,camelot,41449,16512651.14
Arbitrum,2023-05-15 00:00:00.000,uniswap,178485,261217966.88
Avalanche,2023-05-15 00:00:00.000,woofi,25400,25456362.5
Avalanche,2023-05-15 00:00:00.000,pangolin,14777,3603580.42
Avalanche,2023-05-15 00:00:00.000,sushiswap,5984,88251.85
Avalanche,2023-05-15 00:00:00.000,platypus,2484,17319516.89
Avalanche,2023-05-15 00:00:00.000,hashflow,1738,1768603.93
Avalanche,2023-05-15 00:00:00.000,trader joe,92255,121099614.19
Avalanche,2023-05-15 00:00:00.000,kyberswap,2043,406687.54
Avalanche,2023-05-15 00:00:00.000,curve,1071,1779156.83
Avalanche,2023-05-15 00:00:00.000,gmx,758,16679488.37
Avalanche,2023-05-15 00:00:00.000,fraxswap,59,151411.41
BSC,2023-05-15 00:00:00.000,woofi,9136,1743195.43
BSC,2023-05-15 00:00:00.000,pancakeswap,627612,364025174.17
BSC,2023-05-15 00:00:00.000,hashflow,2347,209277.75
BSC,2023-05-15 00:00:00.000,biswap,17296,8429687.58
BSC,2023-05-15 00:00:00.000,kyberswap,313,21610.66
BSC,2023-05-15 00:00:00.000,level-finance,181,249419.51
BSC,2023-05-15 00:00:00.000,trader joe,2686,329231.22
BSC,2023-05-15 00:00:00.000,dodo,2677,103788.75
BSC,2023-05-15 00:00:00.000,fraxswap,50,19909.54
BSC,2023-05-15 00:00:00.000,sushiswap,6086,65324.66
BSC,2023-05-15 00:00:00.000,uniswap,51417,18565893.42
Optimism,2023-05-15 00:00:00.000,sushiswap,6785,100420.64
Optimism,2023-05-15 00:00:00.000,velodrome,23889,14177039.06
Optimism,2023-05-15 00:00:00.000,synthetix,1838,"null"
Optimism,2023-05-15 00:00:00.000,beethoven-x,6960,10867139.28
Optimism,2023-05-15 00:00:00.000,woofi,6649,400740.12
Optimism,2023-05-15 00:00:00.000,uniswap,49185,38756389.87
Optimism,2023-05-15 00:00:00.000,hashflow,835,10708.88
Optimism,2023-05-15 00:00:00.000,curve,3709,1382347.58
Optimism,2023-05-15 00:00:00.000,kyberswap,689,61172.61
Optimism,2023-05-15 00:00:00.000,fraxswap,25,35619.76
Polygon,2023-05-15 00:00:00.000,uniswap,83598,222938168.77
Polygon,2023-05-15 00:00:00.000,quickswap,66421,130987615.61
Polygon,2023-05-15 00:00:00.000,dodo,8257,2826664.33
Polygon,2023-05-15 00:00:00.000,sushiswap,34045,2902328.71
Polygon,2023-05-15 00:00:00.000,woofi,14850,9893675.81
Polygon,2023-05-15 00:00:00.000,balancer,6869,15664636.16
Polygon,2023-05-15 00:00:00.000,hashflow,3890,990808.44
Polygon,2023-05-15 00:00:00.000,kyberswap,7503,2161890.28
Polygon,2023-05-15 00:00:00.000,curve,1618,8103469.89
Polygon,2023-05-15 00:00:00.000,fraxswap,2414,258157.65
Arbitrum,2023-05-22 00:00:00.000,zyberswap,8204,4698561.75
Arbitrum,2023-05-22 00:00:00.000,sushiswap,51060,10436481.27
Arbitrum,2023-05-22 00:00:00.000,kyberswap,3267,3318941.27
Arbitrum,2023-05-22 00:00:00.000,dodo,6530,67751.82
Arbitrum,2023-05-22 00:00:00.000,ramses-v2,341,113529.28
Arbitrum,2023-05-22 00:00:00.000,trader joe,30307,13496006.3
Arbitrum,2023-05-22 00:00:00.000,balancer,9658,12071932.41
Arbitrum,2023-05-22 00:00:00.000,hashflow,7936,847779.67
Arbitrum,2023-05-22 00:00:00.000,woofi,37269,2486817.09
Arbitrum,2023-05-22 00:00:00.000,fraxswap,166,218862.54
Arbitrum,2023-05-22 00:00:00.000,camelot,38807,17628116.3
Arbitrum,2023-05-22 00:00:00.000,gmx,2099,5204696.47
Arbitrum,2023-05-22 00:00:00.000,uniswap,214534,239666878.73
Arbitrum,2023-05-22 00:00:00.000,curve,4049,3261211.09
Avalanche,2023-05-22 00:00:00.000,sushiswap,7976,90806.5
Avalanche,2023-05-22 00:00:00.000,platypus,3135,14564780.02
Avalanche,2023-05-22 00:00:00.000,kyberswap,2566,456189.08
Avalanche,2023-05-22 00:00:00.000,woofi,41994,33578313.01
Avalanche,2023-05-22 00:00:00.000,pangolin,16376,3767418.59
Avalanche,2023-05-22 00:00:00.000,hashflow,1956,1535233.32
Avalanche,2023-05-22 00:00:00.000,fraxswap,73,123109.69
Avalanche,2023-05-22 00:00:00.000,gmx,862,16147581.87
Avalanche,2023-05-22 00:00:00.000,curve,1411,3032032.93
Avalanche,2023-05-22 00:00:00.000,trader joe,121026,114315149.6
BSC,2023-05-22 00:00:00.000,pancakeswap,597082,375956772.85
BSC,2023-05-22 00:00:00.000,kyberswap,376,15206.51
BSC,2023-05-22 00:00:00.000,woofi,24914,2921560.87
BSC,2023-05-22 00:00:00.000,hashflow,2805,234504.54
BSC,2023-05-22 00:00:00.000,sushiswap,18508,110021.65
BSC,2023-05-22 00:00:00.000,fraxswap,56,105569.59
BSC,2023-05-22 00:00:00.000,dodo,3058,122955.02
BSC,2023-05-22 00:00:00.000,trader joe,7467,751779.36
BSC,2023-05-22 00:00:00.000,biswap,18008,10103508.37
BSC,2023-05-22 00:00:00.000,level-finance,290,1253579.42
BSC,2023-05-22 00:00:00.000,uniswap,71455,22971782
Optimism,2023-05-22 00:00:00.000,sushiswap,8161,61659.66
Optimism,2023-05-22 00:00:00.000,hashflow,1070,18991.52
Optimism,2023-05-22 00:00:00.000,fraxswap,26,37599.56
Optimism,2023-05-22 00:00:00.000,kyberswap,545,40661.63
Optimism,2023-05-22 00:00:00.000,woofi,9877,597064.32
Optimism,2023-05-22 00:00:00.000,velodrome,22753,8838386.06
Optimism,2023-05-22 00:00:00.000,beethoven-x,7918,5963365.65
Optimism,2023-05-22 00:00:00.000,uniswap,55738,29309165.58
Optimism,2023-05-22 00:00:00.000,curve,4039,984907.31
Optimism,2023-05-22 00:00:00.000,synthetix,196,"null"
Polygon,2023-05-22 00:00:00.000,sushiswap,48206,3611952.89
Polygon,2023-05-22 00:00:00.000,quickswap,89954,118303927.74
Polygon,2023-05-22 00:00:00.000,woofi,19278,10542515.85
Polygon,2023-05-22 00:00:00.000,dodo,8021,3011487.64
Polygon,2023-05-22 00:00:00.000,kyberswap,7523,2070283.27
Polygon,2023-05-22 00:00:00.000,hashflow,4787,903677.15
Polygon,2023-05-22 00:00:00.000,fraxswap,1556,205792.41
Polygon,2023-05-22 00:00:00.000,balancer,7098,10578153.04
Polygon,2023-05-22 00:00:00.000,curve,1052,4173268.67
Polygon,2023-05-22 00:00:00.000,uniswap,87491,242554067.42
Arbitrum,2023-05-29 00:00:00.000,dodo,6238,15189.16
Arbitrum,2023-05-29 00:00:00.000,gmx,2011,2290837.25
Arbitrum,2023-05-29 00:00:00.000,balancer,8968,13902139.78
Arbitrum,2023-05-29 00:00:00.000,sushiswap,41224,14966774.23
Arbitrum,2023-05-29 00:00:00.000,kyberswap,4605,10916964.9
Arbitrum,2023-05-29 00:00:00.000,woofi,38421,2930744.08
Arbitrum,2023-05-29 00:00:00.000,uniswap,202532,263254801.42
Arbitrum,2023-05-29 00:00:00.000,trader joe,27464,31431905.91
Arbitrum,2023-05-29 00:00:00.000,curve,2490,2302851.01
Arbitrum,2023-05-29 00:00:00.000,hashflow,8564,1206597.06
Arbitrum,2023-05-29 00:00:00.000,camelot,26213,19314409.56
Arbitrum,2023-05-29 00:00:00.000,ramses-v2,989,145985.17
Arbitrum,2023-05-29 00:00:00.000,zyberswap,6079,5492693.54
Arbitrum,2023-05-29 00:00:00.000,fraxswap,127,153874.64
Avalanche,2023-05-29 00:00:00.000,gmx,758,12720498.62
Avalanche,2023-05-29 00:00:00.000,sushiswap,8524,94537.54
Avalanche,2023-05-29 00:00:00.000,kyberswap,3338,335699.14
Avalanche,2023-05-29 00:00:00.000,trader joe,116719,141977305.56
Avalanche,2023-05-29 00:00:00.000,curve,1204,3777599.71
Avalanche,2023-05-29 00:00:00.000,woofi,43993,31978429.07
Avalanche,2023-05-29 00:00:00.000,hashflow,1894,3276588.36
Avalanche,2023-05-29 00:00:00.000,pangolin,17486,3314418.26
Avalanche,2023-05-29 00:00:00.000,platypus,3147,28488631.61
Avalanche,2023-05-29 00:00:00.000,fraxswap,64,81305.75
BSC,2023-05-29 00:00:00.000,dodo,3576,85269.18
BSC,2023-05-29 00:00:00.000,sushiswap,24659,159610.82
BSC,2023-05-29 00:00:00.000,kyberswap,586,7272.48
BSC,2023-05-29 00:00:00.000,uniswap,71782,20662513.32
BSC,2023-05-29 00:00:00.000,pancakeswap,619018,284622288.18
BSC,2023-05-29 00:00:00.000,woofi,32021,2154119.69
BSC,2023-05-29 00:00:00.000,trader joe,16814,4666282.11
BSC,2023-05-29 00:00:00.000,hashflow,3601,209902.39
BSC,2023-05-29 00:00:00.000,biswap,20701,9652921.54
BSC,2023-05-29 00:00:00.000,fraxswap,67,18249.48
BSC,2023-05-29 00:00:00.000,level-finance,248,145678.57
Optimism,2023-05-29 00:00:00.000,beethoven-x,12970,11002069.04
Optimism,2023-05-29 00:00:00.000,sushiswap,7522,79566.77
Optimism,2023-05-29 00:00:00.000,dodo,2,"null"
Optimism,2023-05-29 00:00:00.000,kyberswap,457,5437.07
Optimism,2023-05-29 00:00:00.000,uniswap,67899,36740437.75
Optimism,2023-05-29 00:00:00.000,curve,3693,1569201.48
Optimism,2023-05-29 00:00:00.000,hashflow,980,29062.79
Optimism,2023-05-29 00:00:00.000,velodrome,28194,13931106.04
Optimism,2023-05-29 00:00:00.000,woofi,10338,1368067.18
Optimism,2023-05-29 00:00:00.000,synthetix,26,"null"
Optimism,2023-05-29 00:00:00.000,fraxswap,37,33568.29
Polygon,2023-05-29 00:00:00.000,woofi,21585,8516791.5
Polygon,2023-05-29 00:00:00.000,dodo,8678,2475671.78
Polygon,2023-05-29 00:00:00.000,balancer,6616,7185605.77
Polygon,2023-05-29 00:00:00.000,quickswap,101029,90915136.36
Polygon,2023-05-29 00:00:00.000,kyberswap,7279,1045534.61
Polygon,2023-05-29 00:00:00.000,uniswap,96592,213479573.16
Polygon,2023-05-29 00:00:00.000,curve,1549,6615896.93
Polygon,2023-05-29 00:00:00.000,hashflow,5006,753991.4
Polygon,2023-05-29 00:00:00.000,fraxswap,1255,127037.78
Polygon,2023-05-29 00:00:00.000,sushiswap,57017,3321736.34
Arbitrum,2023-06-05 00:00:00.000,curve,4015,4471077.43
Arbitrum,2023-06-05 00:00:00.000,zyberswap,6001,30615744.66
Arbitrum,2023-06-05 00:00:00.000,kyberswap,6866,36401438.73
Arbitrum,2023-06-05 00:00:00.000,fraxswap,217,323065.38
Arbitrum,2023-06-05 00:00:00.000,dodo,6704,123149.04
Arbitrum,2023-06-05 00:00:00.000,balancer,10174,25915064
Arbitrum,2023-06-05 00:00:00.000,sushiswap,33809,17782022.03
Arbitrum,2023-06-05 00:00:00.000,woofi,32331,18301736.96
Arbitrum,2023-06-05 00:00:00.000,ramses-v2,1171,3317143.35
Arbitrum,2023-06-05 00:00:00.000,hashflow,8414,3275378.59
Arbitrum,2023-06-05 00:00:00.000,uniswap,171664,821909232.33
Arbitrum,2023-06-05 00:00:00.000,camelot,23310,25315683.04
Arbitrum,2023-06-05 00:00:00.000,gmx,2801,28308516.74
Arbitrum,2023-06-05 00:00:00.000,trader joe,27539,54193946.83
Avalanche,2023-06-05 00:00:00.000,balancer,4,11.76
Avalanche,2023-06-05 00:00:00.000,kyberswap,3170,488110.12
Avalanche,2023-06-05 00:00:00.000,curve,1694,4099699.45
Avalanche,2023-06-05 00:00:00.000,gmx,1274,33552465.24
Avalanche,2023-06-05 00:00:00.000,sushiswap,7955,87043.25
Avalanche,2023-06-05 00:00:00.000,woofi,34107,37950362.09
Avalanche,2023-06-05 00:00:00.000,hashflow,2104,1402497.92
Avalanche,2023-06-05 00:00:00.000,pangolin,15798,12461738.17
Avalanche,2023-06-05 00:00:00.000,platypus,3610,23143357.69
Avalanche,2023-06-05 00:00:00.000,fraxswap,105,265869.58
Avalanche,2023-06-05 00:00:00.000,trader joe,109663,217773748.45
BSC,2023-06-05 00:00:00.000,pancakeswap,589397,346388939.54
BSC,2023-06-05 00:00:00.000,fraxswap,154,125170.48
BSC,2023-06-05 00:00:00.000,dodo,5897,83764.35
BSC,2023-06-05 00:00:00.000,woofi,26622,4204249.12
BSC,2023-06-05 00:00:00.000,hashflow,3141,216079.86
BSC,2023-06-05 00:00:00.000,sushiswap,24220,108150.07
BSC,2023-06-05 00:00:00.000,uniswap,79335,30793836.54
BSC,2023-06-05 00:00:00.000,level-finance,499,3153369.51
BSC,2023-06-05 00:00:00.000,biswap,24379,28616465.69
BSC,2023-06-05 00:00:00.000,kyberswap,1306,14809.31
BSC,2023-06-05 00:00:00.000,trader joe,24069,8057043.23
Optimism,2023-06-05 00:00:00.000,curve,6399,3633424.59
Optimism,2023-06-05 00:00:00.000,kyberswap,659,699.77
Optimism,2023-06-05 00:00:00.000,fraxswap,43,62574.91
Optimism,2023-06-05 00:00:00.000,dodo,1,"null"
Optimism,2023-06-05 00:00:00.000,velodrome,29636,19297151.98
Optimism,2023-06-05 00:00:00.000,sushiswap,7316,42211.47
Optimism,2023-06-05 00:00:00.000,woofi,10367,1469287.58
Optimism,2023-06-05 00:00:00.000,hashflow,873,21319.86
Optimism,2023-06-05 00:00:00.000,uniswap,73608,43973866.06
Optimism,2023-06-05 00:00:00.000,synthetix,59,"null"
Optimism,2023-06-05 00:00:00.000,beethoven-x,15649,7561864.37
Polygon,2023-06-05 00:00:00.000,sushiswap,65955,7711820.2
Polygon,2023-06-05 00:00:00.000,quickswap,121305,189741646.65
Polygon,2023-06-05 00:00:00.000,dodo,11556,4649612.02
Polygon,2023-06-05 00:00:00.000,kyberswap,4271,818903.09
Polygon,2023-06-05 00:00:00.000,fraxswap,1447,555890.38
Polygon,2023-06-05 00:00:00.000,curve,2558,12100087.91
Polygon,2023-06-05 00:00:00.000,woofi,19422,14275217.26
Polygon,2023-06-05 00:00:00.000,hashflow,3981,909789.06
Polygon,2023-06-05 00:00:00.000,uniswap,99428,409964599.15
Polygon,2023-06-05 00:00:00.000,balancer,9272,11382941.85
Arbitrum,2023-06-12 00:00:00.000,ramses-v2,1234,8876621.97
Arbitrum,2023-06-12 00:00:00.000,camelot,25794,20054375.72
Arbitrum,2023-06-12 00:00:00.000,kyberswap,8295,49888742.81
Arbitrum,2023-06-12 00:00:00.000,balancer,11383,17833897.71
Arbitrum,2023-06-12 00:00:00.000,fraxswap,177,282805.33
Arbitrum,2023-06-12 00:00:00.000,woofi,36815,33487283.77
Arbitrum,2023-06-12 00:00:00.000,sushiswap,38929,12243736.57
Arbitrum,2023-06-12 00:00:00.000,hashflow,9621,6461222.56
Arbitrum,2023-06-12 00:00:00.000,dodo,7994,136856.71
Arbitrum,2023-06-12 00:00:00.000,trader joe,29602,82771199.78
Arbitrum,2023-06-12 00:00:00.000,gmx,2111,41203389.62
Arbitrum,2023-06-12 00:00:00.000,zyberswap,6983,50560657.14
Arbitrum,2023-06-12 00:00:00.000,curve,6155,4688676.68
Arbitrum,2023-06-12 00:00:00.000,uniswap,166603,1138660399.28
Avalanche,2023-06-12 00:00:00.000,fraxswap,88,210982.6
Avalanche,2023-06-12 00:00:00.000,kyberswap,2727,431968.87
Avalanche,2023-06-12 00:00:00.000,pangolin,21541,4287211.67
Avalanche,2023-06-12 00:00:00.000,platypus,3699,36770978.9
Avalanche,2023-06-12 00:00:00.000,hashflow,808,477437.02
Avalanche,2023-06-12 00:00:00.000,woofi,28421,34109516.22
Avalanche,2023-06-12 00:00:00.000,trader joe,98720,142593814.11
Avalanche,2023-06-12 00:00:00.000,gmx,1523,35791508.59
Avalanche,2023-06-12 00:00:00.000,sushiswap,9936,47514.19
Avalanche,2023-06-12 00:00:00.000,curve,1787,6259323.87
BSC,2023-06-12 00:00:00.000,fraxswap,144,154582.33
BSC,2023-06-12 00:00:00.000,kyberswap,2766,7289.32
BSC,2023-06-12 00:00:00.000,pancakeswap,583487,249674597.4
BSC,2023-06-12 00:00:00.000,hashflow,2377,134777.14
BSC,2023-06-12 00:00:00.000,biswap,21500,17795640.91
BSC,2023-06-12 00:00:00.000,dodo,6302,37201.27
BSC,2023-06-12 00:00:00.000,trader joe,19547,2191006.8
BSC,2023-06-12 00:00:00.000,woofi,25774,1595746.18
BSC,2023-06-12 00:00:00.000,level-finance,466,1806439.29
BSC,2023-06-12 00:00:00.000,sushiswap,24719,77083.42
BSC,2023-06-12 00:00:00.000,uniswap,69362,49969180.91
Optimism,2023-06-12 00:00:00.000,uniswap,74756,26401456.34
Optimism,2023-06-12 00:00:00.000,sushiswap,8234,22602.64
Optimism,2023-06-12 00:00:00.000,kyberswap,379,411.23
Optimism,2023-06-12 00:00:00.000,fraxswap,52,49398.27
Optimism,2023-06-12 00:00:00.000,beethoven-x,14320,8450011.05
Optimism,2023-06-12 00:00:00.000,hashflow,583,3453.45
Optimism,2023-06-12 00:00:00.000,velodrome,29908,11572405.92
Optimism,2023-06-12 00:00:00.000,woofi,15149,1071339.3
Optimism,2023-06-12 00:00:00.000,curve,9749,1514778.95
Optimism,2023-06-12 00:00:00.000,synthetix,54,"null"
Polygon,2023-06-12 00:00:00.000,uniswap,110956,324581705.95
Polygon,2023-06-12 00:00:00.000,fraxswap,884,425376.38
Polygon,2023-06-12 00:00:00.000,kyberswap,3697,1189386.49
Polygon,2023-06-12 00:00:00.000,balancer,8439,8869927.72
Polygon,2023-06-12 00:00:00.000,hashflow,2764,1256195.12
Polygon,2023-06-12 00:00:00.000,sushiswap,73152,3843306.84
Polygon,2023-06-12 00:00:00.000,dodo,15861,3073837.88
Polygon,2023-06-12 00:00:00.000,quickswap,115017,146395600.66
Polygon,2023-06-12 00:00:00.000,curve,3086,17817675.76
Polygon,2023-06-12 00:00:00.000,woofi,21779,13726775.9
Arbitrum,2023-06-19 00:00:00.000,zyberswap,4665,55116430.14
Arbitrum,2023-06-19 00:00:00.000,curve,4881,5269561.46
Arbitrum,2023-06-19 00:00:00.000,trader joe,27955,123688668.96
Arbitrum,2023-06-19 00:00:00.000,sushiswap,32785,13681281.92
Arbitrum,2023-06-19 00:00:00.000,kyberswap,6606,56881348.41
Arbitrum,2023-06-19 00:00:00.000,gmx,2728,44951595.06
Arbitrum,2023-06-19 00:00:00.000,camelot,19235,26423849.32
Arbitrum,2023-06-19 00:00:00.000,ramses-v2,1445,12338299.03
Arbitrum,2023-06-19 00:00:00.000,hashflow,7123,9305446.22
Arbitrum,2023-06-19 00:00:00.000,uniswap,163773,1608001491.42
Arbitrum,2023-06-19 00:00:00.000,woofi,43428,35848706.26
Arbitrum,2023-06-19 00:00:00.000,dodo,6753,205709.67
Arbitrum,2023-06-19 00:00:00.000,balancer,10284,15922008.26
Arbitrum,2023-06-19 00:00:00.000,fraxswap,184,373302.92
Avalanche,2023-06-19 00:00:00.000,fraxswap,100,230144.5
Avalanche,2023-06-19 00:00:00.000,trader joe,99658,183691863.47
Avalanche,2023-06-19 00:00:00.000,sushiswap,8617,58344.55
Avalanche,2023-06-19 00:00:00.000,kyberswap,2723,337006.08
Avalanche,2023-06-19 00:00:00.000,pangolin,23052,5532435.06
Avalanche,2023-06-19 00:00:00.000,gmx,885,55849724.67
Avalanche,2023-06-19 00:00:00.000,uniswap,7,708.82
Avalanche,2023-06-19 00:00:00.000,hashflow,610,643793.98
Avalanche,2023-06-19 00:00:00.000,platypus,3656,36458499.44
Avalanche,2023-06-19 00:00:00.000,woofi,33858,44829029.62
Avalanche,2023-06-19 00:00:00.000,curve,1809,10140774.5
Avalanche,2023-06-19 00:00:00.000,balancer,1,0.78
BSC,2023-06-19 00:00:00.000,fraxswap,148,137238.54
BSC,2023-06-19 00:00:00.000,trader joe,12667,2854557.63
BSC,2023-06-19 00:00:00.000,sushiswap,23851,48670.1
BSC,2023-06-19 00:00:00.000,kyberswap,1410,33240.02
BSC,2023-06-19 00:00:00.000,hashflow,2356,79026.61
BSC,2023-06-19 00:00:00.000,uniswap,62078,19296682.69
BSC,2023-06-19 00:00:00.000,pancakeswap,615788,209389246.72
BSC,2023-06-19 00:00:00.000,level-finance,262,386166.02
BSC,2023-06-19 00:00:00.000,biswap,20254,11742758.42
BSC,2023-06-19 00:00:00.000,woofi,28018,3991622.87
BSC,2023-06-19 00:00:00.000,dodo,7197,43331.63
Optimism,2023-06-19 00:00:00.000,velodrome,33509,22787765.11
Optimism,2023-06-19 00:00:00.000,curve,7212,1008523.54
Optimism,2023-06-19 00:00:00.000,beethoven-x,15453,5795939.05
Optimism,2023-06-19 00:00:00.000,fraxswap,54,77643.34
Optimism,2023-06-19 00:00:00.000,sushiswap,11174,33720.79
Optimism,2023-06-19 00:00:00.000,kyberswap,458,5189.15
Optimism,2023-06-19 00:00:00.000,uniswap,79431,49605911.08
Optimism,2023-06-19 00:00:00.000,hashflow,566,17711.27
Optimism,2023-06-19 00:00:00.000,synthetix,105,"null"
Optimism,2023-06-19 00:00:00.000,woofi,16605,933156.04
Optimism,2023-06-19 00:00:00.000,dodo,1,"null"
Polygon,2023-06-19 00:00:00.000,dodo,11228,3400152.61
Polygon,2023-06-19 00:00:00.000,balancer,7923,7637044.49
Polygon,2023-06-19 00:00:00.000,quickswap,107290,123374380.15
Polygon,2023-06-19 00:00:00.000,kyberswap,2920,503717.71
Polygon,2023-06-19 00:00:00.000,hashflow,3574,832609.47
Polygon,2023-06-19 00:00:00.000,fraxswap,740,303356.23
Polygon,2023-06-19 00:00:00.000,curve,3265,16202590.9
Polygon,2023-06-19 00:00:00.000,sushiswap,66543,3944152.9
Polygon,2023-06-19 00:00:00.000,uniswap,108308,381382286.61
Polygon,2023-06-19 00:00:00.000,woofi,18304,15348173.88
Arbitrum,2023-06-26 00:00:00.000,hashflow,8611,7759822.66
Arbitrum,2023-06-26 00:00:00.000,zyberswap,5356,49955593.1
Arbitrum,2023-06-26 00:00:00.000,fraxswap,183,264007.57
Arbitrum,2023-06-26 00:00:00.000,uniswap,208335,1806066826.15
Arbitrum,2023-06-26 00:00:00.000,curve,7565,4458590.12
Arbitrum,2023-06-26 00:00:00.000,dodo,11131,194842.9
Arbitrum,2023-06-26 00:00:00.000,kyberswap,5939,60551612.73
Arbitrum,2023-06-26 00:00:00.000,camelot,15877,39998840.35
Arbitrum,2023-06-26 00:00:00.000,gmx,2374,53182843.73
Arbitrum,2023-06-26 00:00:00.000,woofi,45280,34645741.06
Arbitrum,2023-06-26 00:00:00.000,sushiswap,29298,16934236.38
Arbitrum,2023-06-26 00:00:00.000,trader joe,31737,117983097.01
Arbitrum,2023-06-26 00:00:00.000,balancer,9616,15280731.56
Arbitrum,2023-06-26 00:00:00.000,ramses-v2,1910,17594454.2
Avalanche,2023-06-26 00:00:00.000,hashflow,976,431741.13
Avalanche,2023-06-26 00:00:00.000,fraxswap,83,228106.28
Avalanche,2023-06-26 00:00:00.000,uniswap,13,3804.43
Avalanche,2023-06-26 00:00:00.000,gmx,967,17482622.43
Avalanche,2023-06-26 00:00:00.000,woofi,30898,45324144.58
Avalanche,2023-06-26 00:00:00.000,sushiswap,9182,74069.01
Avalanche,2023-06-26 00:00:00.000,pangolin,15976,5637119.89
Avalanche,2023-06-26 00:00:00.000,kyberswap,2689,311267.67
Avalanche,2023-06-26 00:00:00.000,trader joe,93114,239329535.26
Avalanche,2023-06-26 00:00:00.000,curve,1814,6006123.92
Avalanche,2023-06-26 00:00:00.000,platypus,3718,39638177.15
BSC,2023-06-26 00:00:00.000,dodo,7180,47893.45
BSC,2023-06-26 00:00:00.000,hashflow,8189,66021.72
BSC,2023-06-26 00:00:00.000,fraxswap,125,124498.26
BSC,2023-06-26 00:00:00.000,level-finance,359,470926.63
BSC,2023-06-26 00:00:00.000,biswap,19669,18141692.58
BSC,2023-06-26 00:00:00.000,pancakeswap,626084,189045451.32
BSC,2023-06-26 00:00:00.000,uniswap,54166,25633690.7
BSC,2023-06-26 00:00:00.000,woofi,28458,2226745.2
BSC,2023-06-26 00:00:00.000,sushiswap,23836,88292.49
BSC,2023-06-26 00:00:00.000,trader joe,16252,2729529.51
BSC,2023-06-26 00:00:00.000,kyberswap,563,14414.14
Optimism,2023-06-26 00:00:00.000,hashflow,1902,56329.01
Optimism,2023-06-26 00:00:00.000,kyberswap,492,31049.87
Optimism,2023-06-26 00:00:00.000,curve,7483,1967291.19
Optimism,2023-06-26 00:00:00.000,uniswap,97886,45249978.89
Optimism,2023-06-26 00:00:00.000,dodo,2,"null"
Optimism,2023-06-26 00:00:00.000,fraxswap,72,81209.21
Optimism,2023-06-26 00:00:00.000,woofi,17812,1232813.57
Optimism,2023-06-26 00:00:00.000,sushiswap,9008,25854.22
